index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,,
321,403-4424319-6635501,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,759,Old Goa,Goa,403107,IN,FALSE,,06-13-25,1140
322,403-0906375-2269150,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Unshipped,1,INR,475,MAHESHWAR,MADHYA PRADESH,451224,IN,FALSE,,06-13-25,1140
323,406-7261451-5682727,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XS,Shipped,1,INR,744,BENGALURU,KARNATAKA,560037,IN,FALSE,,06-13-25,1140
324,407-5096970-7475550,04-30-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,1902.86,HARDOI,UTTAR PRADESH,241001,IN,FALSE,Easy Ship,06-13-25,1140
325,402-6566640-5417947,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,771,HYDERABAD,TELANGANA,500073,IN,FALSE,,06-13-25,1140
326,402-5302912-6805151,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,725,HYDERABAD,TELANGANA,500073,IN,FALSE,Easy Ship,06-13-25,1140
327,407-9707366-3029944,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,INR,473.33,NEW DELHI,DELHI,110074,IN,FALSE,Easy Ship,06-13-25,1140
328,402-1365379-0131533,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,M,Cancelled,0,,,KAMAREDDY,TELANGANA,503111,IN,FALSE,,06-13-25,1140
329,408-5540360-9479519,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,SHILLONG,MEGHALAYA,793008,IN,FALSE,Easy Ship,06-13-25,1140
330,403-2079921-1244300,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Unshipped,1,INR,475,DHAMNOD DHAR DISTRICT,MADHYA PRADESH,454552,IN,FALSE,,06-13-25,1140
331,402-8019936-6115500,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Unshipped,1,INR,654,MYSURU,KARNATAKA,570016,IN,FALSE,,06-13-25,1140
332,406-6711228-7576354,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XXL,Unshipped,1,INR,791,BENGALURU,KARNATAKA,560037,IN,FALSE,,06-13-25,1140
333,171-1425554-3718756,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,744,BENGALURU,KARNATAKA,560070,IN,FALSE,,06-13-25,1140
334,407-9906412-0889129,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,376,CHAKDAHA,WEST BENGAL,741222,IN,FALSE,,06-13-25,1140
335,408-8991303-6559523,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600082,IN,FALSE,,06-13-25,1140
336,408-6046797-8945127,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,599,KOLKATA,WEST BENGAL,700044,IN,FALSE,,06-13-25,1140
337,171-2134173-5385136,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,782,CHIKKAMAGALURU,KARNATAKA,577101,IN,FALSE,,06-13-25,1140
338,171-2134173-5385136,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,362,CHIKKAMAGALURU,KARNATAKA,577101,IN,FALSE,,06-13-25,1140
339,402-2155477-9353103,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1173,BHUBANESWAR,ODISHA,751003,IN,FALSE,,06-13-25,1140
340,407-8580022-5578715,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,744,GURUGRAM,HARYANA,122018,IN,FALSE,Easy Ship,06-13-25,1140
341,402-1572540-8678700,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,725,KOLKATA,WEST BENGAL,700050,IN,FALSE,,06-13-25,1140
342,171-1887627-9813158,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,376,VISAKHAPATNAM,ANDHRA PRADESH,530016,IN,FALSE,,06-13-25,1140
343,408-7712483-3825907,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,459,ALLAHABAD,UTTAR PRADESH,211004,IN,FALSE,Easy Ship,06-13-25,1140
344,402-3621298-2630741,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Unshipped,1,INR,654,MYSURU,KARNATAKA,570016,IN,FALSE,,06-13-25,1140
345,404-8745561-3169903,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,379,LUCKNOW,UTTAR PRADESH,226022,IN,FALSE,,06-13-25,1140
346,404-1508602-9433941,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,696,KOLKATA,WEST BENGAL,700089,IN,FALSE,,06-13-25,1140
347,171-9371949-6030721,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,MALDA,WEST BENGAL,732101,IN,FALSE,,06-13-25,1140
348,171-2705563-6985105,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,692,DIMAPUR,NAGALAND,797112,IN,FALSE,,06-13-25,1140
349,171-3537751-4007556,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1999,Nellore,ANDHRA PRADESH,524314,IN,FALSE,,06-13-25,1140
350,408-5990312-3581165,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,824,PUDUCHERRY,PUDUCHERRY,605008,IN,FALSE,,06-13-25,1140
351,403-6062596-1220349,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,399,CUNCOLIM,GOA,403703,IN,FALSE,,06-13-25,1140
352,171-8220241-5105927,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,737,CHIKKAMAGALURU,KARNATAKA,577101,IN,FALSE,,06-13-25,1140
353,408-9405529-3743511,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,Hyderabad,TELANGANA,500068,IN,FALSE,,06-13-25,1140
354,402-3595365-1666728,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Unshipped,1,INR,899,NOIDA,UTTAR PRADESH,201301,IN,FALSE,,06-13-25,1140
355,407-3271219-3762757,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,368,PUNE,MAHARASHTRA,411028,IN,FALSE,,06-13-25,1140
356,402-3660716-8589107,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,471,trivandrum,KERALA,695003,IN,FALSE,Easy Ship,06-13-25,1140
357,171-3953233-6135505,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,KANPUR,UTTAR PRADESH,208027,IN,FALSE,,06-13-25,1140
358,402-5525660-2118707,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,376,CHINNALAPATTI,TAMIL NADU,624301,IN,FALSE,,06-13-25,1140
359,406-9941718-1734719,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,544,BENGALURU,KARNATAKA,560072,IN,FALSE,Easy Ship,06-13-25,1140
360,171-1297873-2176339,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,499,HYDERABAD,TELANGANA,500073,IN,FALSE,,06-13-25,1140
361,407-6401192-4057954,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,426,BENGALURU,KARNATAKA,560100,IN,FALSE,,06-13-25,1140
362,406-3397500-8084361,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,BENGALURU,KARNATAKA,560072,IN,FALSE,,06-13-25,1140
363,171-9620288-8918704,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Cancelled,0,,,BAGESHWAR,UTTARAKHAND,263642,IN,FALSE,,06-13-25,1140
364,402-8089760-1132331,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,995,NEW DELHI,DELHI,110059,IN,FALSE,,06-13-25,1140
365,403-7042175-3905937,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,499,BARRACKPORE,WEST BENGAL,700122,IN,FALSE,,06-13-25,1140
366,403-7042175-3905937,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,499,BARRACKPORE,WEST BENGAL,700122,IN,FALSE,,06-13-25,1140
367,407-4629176-4141949,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,Dombivali  east,MAHARASHTRA,421201,IN,FALSE,,06-13-25,1140
368,171-7306449-0588335,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,562,NEW DELHI,DELHI,110017,IN,FALSE,,06-13-25,1140
369,407-1396965-6726703,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,5XL,Shipped,1,INR,696,PATNA,BIHAR,801105,IN,FALSE,,06-13-25,1140
370,407-0624641-6557144,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788,Hyderabad,TELANGANA,500070,IN,FALSE,,06-13-25,1140
371,405-8444009-8723509,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399,New delhi,DELHI,110085,IN,FALSE,,06-13-25,1140
372,406-5729580-2175565,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1099,NEW TOWN,WEST BENGAL,700135,IN,FALSE,,06-13-25,1140
373,404-2255967-5457950,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,476,HYDERABAD,TELANGANA,502319,IN,FALSE,,06-13-25,1140
374,408-5020509-5674715,04-30-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,0,NEW DELHI,DELHI,110096,IN,FALSE,Easy Ship,06-13-25,1140
375,407-7642883-3094732,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,885,SIBSAGAR,ASSAM,785667,IN,FALSE,Easy Ship,06-13-25,1140
376,404-7608918-0571517,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,654,JAMMU,JAMMU & KASHMIR,180015,IN,FALSE,,06-13-25,1140
377,171-6589781-2209965,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,625,Pune,MAHARASHTRA,411019,IN,FALSE,,06-13-25,1140
378,405-9442254-2207515,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,6XL,Shipped,1,INR,505,Pathanapuram,KERALA,689695,IN,FALSE,Easy Ship,06-13-25,1140
379,405-3071731-6600369,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,6XL,Shipped,1,INR,563,Pathanapuram,KERALA,689695,IN,FALSE,,06-13-25,1140
380,404-6026001-1717923,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,M,On the Way,0,INR,344.76,JAUNPUR,UTTAR PRADESH,222001,IN,FALSE,Easy Ship,06-13-25,1140
381,404-4026534-0431517,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,3XL,Cancelled,0,,,SOLAPUR,MAHARASHTRA,413001,IN,FALSE,,06-13-25,1140
382,406-4970885-3273941,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,666,PUNE,MAHARASHTRA,411047,IN,FALSE,Easy Ship,06-13-25,1140
383,406-2942566-8263534,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,MAHBUBNAGAR,TELANGANA,509001,IN,FALSE,Easy Ship,06-13-25,1140
384,406-7501816-7391539,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,432,Nk sweets Vikasnagar,UTTARAKHAND,248198,IN,FALSE,Easy Ship,06-13-25,1140
385,408-3137526-3167563,04-30-22,Shipped,Amazon,Amazon.in,Standard,Shirt,L,Shipped,1,INR,0,DARJEELING,WEST BENGAL,734101,IN,FALSE,,06-13-25,1140
386,408-5211576-2061139,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1099,RANCHI,JHARKHAND,834001,IN,FALSE,,06-13-25,1140
387,406-9632792-8869139,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,353,BENGALURU,KARNATAKA,560019,IN,FALSE,,06-13-25,1140
388,408-7971979-8745937,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,0,LUDHIANA,PUNJAB,141001,IN,FALSE,Easy Ship,06-13-25,1140
389,405-5166820-2566738,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,563,BENGALURU,KARNATAKA,560076,IN,FALSE,,06-13-25,1140
390,405-8932002-4271522,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,788,HYDERABAD,TELANGANA,500043,IN,FALSE,,06-13-25,1140
391,404-1855398-2642751,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,654,MUZAFFARPUR,BIHAR,842002,IN,FALSE,,06-13-25,1140
392,408-0912805-7526753,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,0,MUMBAI,MAHARASHTRA,400101,IN,FALSE,,06-13-25,1140
393,402-2403704-9667560,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,SECUNDERABAD,TELANGANA,500011,IN,FALSE,,06-13-25,1140
394,405-2569549-3466719,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,696,Sonbhadra,UTTAR PRADESH,231216,IN,FALSE,,06-13-25,1140
395,405-2822825-3877133,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1112,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE,,06-13-25,1140
396,171-5222377-4501935,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,517,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,06-13-25,1140
397,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,888,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,06-13-25,1140
398,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1463,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,06-13-25,1140
399,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,06-13-25,1140
400,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,442,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,06-13-25,1140
401,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1149,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,06-13-25,1140
402,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Perfume,M,Shipped,1,INR,845,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,06-13-25,1140
403,171-1758807-7455529,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,HALDIA,WEST BENGAL,721635,IN,FALSE,,06-13-25,1140
404,404-5848202-7366725,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XXL,On the Way,0,INR,734.29,HYDERABAD,TELANGANA,500056,IN,FALSE,Easy Ship,06-13-25,1140
405,408-8224264-0017161,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,NEW DELHI,DELHI,110016,IN,FALSE,,06-13-25,1140
406,408-6529937-6381928,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,654,Tivim,GOA,403502,IN,FALSE,,06-13-25,1140
407,407-2028379-9672355,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,518,CHENNAI,TAMIL NADU,600024,IN,FALSE,,06-13-25,1140
408,402-9221687-4573915,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,626,HYDERABAD,TELANGANA,500053,IN,FALSE,,06-13-25,1140
409,405-2668017-2013957,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,6XL,Shipped,1,INR,534,Agra,UTTAR PRADESH,282001,IN,FALSE,,06-13-25,1140
410,408-3337319-8990747,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,475,MANDVI KACHCHH DISTRICT,Gujarat,370465,IN,FALSE,,06-13-25,1140
411,407-1256885-2004349,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,549,SAMBALPUR,ODISHA,768004,IN,FALSE,,06-13-25,1140
412,404-3723311-1030756,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,518,KANNIYAKUMARI,TAMIL NADU,629701,IN,FALSE,,06-13-25,1140
413,171-5542306-9306709,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XL,Cancelled,0,,,"Chinchwad ,Pune",MAHARASHTRA,411019,IN,FALSE,,06-13-25,1140
414,406-3702147-1800341,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,725,HYDERABAD,TELANGANA,500094,IN,FALSE,Easy Ship,06-13-25,1140
415,404-5867260-9073129,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,437.14,CHENNAI,TAMIL NADU,600091,IN,FALSE,Easy Ship,06-13-25,1140
416,404-0532727-2082745,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1499,Hyderabad,TELANGANA,500008,IN,FALSE,,06-13-25,1140
417,403-8966287-7773106,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,363,BENGALURU,KARNATAKA,560036,IN,FALSE,,06-13-25,1140
418,408-1512444-4965152,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,399,PURNIA,BIHAR,854301,IN,FALSE,,06-13-25,1140
419,171-9451879-3651542,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,5XL,Shipped,1,INR,487,kolkata,WEST BENGAL,700059,IN,FALSE,,06-13-25,1140
420,408-8501185-0578768,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Unshipped,1,INR,824,PUDUCHERRY,PUDUCHERRY,605008,IN,FALSE,,06-13-25,1140
421,402-0251823-0845133,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,353,SHILLONG,MEGHALAYA,793022,IN,FALSE,Easy Ship,06-13-25,1140
422,408-5190897-8781155,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,487,PUNE,MAHARASHTRA,411057,IN,FALSE,,06-13-25,1140
423,403-3109934-4911514,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597,TADEPALLIGUDEM,ANDHRA PRADESH,534101,IN,FALSE,,06-13-25,1140
424,407-0718034-7893108,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,654,Ghaziabad,UTTAR PRADESH,201001,IN,FALSE,,06-13-25,1140
425,404-0752237-5721965,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,597,HYDERABAD,TELANGANA,500090,IN,FALSE,,06-13-25,1140
426,403-6818986-3510737,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,L,Unshipped,1,INR,363,BENGALURU,KARNATAKA,560036,IN,FALSE,,06-13-25,1140
427,403-4673019-6572340,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,471,GWALIOR,MADHYA PRADESH,474001,IN,FALSE,,06-13-25,1140
428,171-4549643-0067500,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XL,Cancelled,0,,,AKOLA,MAHARASHTRA,444101,IN,FALSE,,06-13-25,1140
429,404-3622512-3887551,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,744,JORHAT,ASSAM,785001,IN,FALSE,,06-13-25,1140
430,406-6906315-9570765,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600100,IN,FALSE,,06-13-25,1140
431,407-3562449-1962729,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,568,RAMANAGARA,KARNATAKA,562159,IN,FALSE,Easy Ship,06-13-25,1140
432,408-2593644-6317933,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,835,Vijayapur,KARNATAKA,586109,IN,FALSE,,06-13-25,1140
433,407-7607527-1189964,04-30-22,Shipped - Rejected by Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,568,RAMANAGARA,KARNATAKA,562159,IN,FALSE,Easy Ship,06-13-25,1140
434,405-7398388-2654744,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,899,BOKARO STEEL CITY,JHARKHAND,827001,IN,FALSE,,06-13-25,1140
435,405-5066690-4132337,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,406,BENGALURU,KARNATAKA,560008,IN,FALSE,,06-13-25,1140
436,408-6466311-6949931,04-30-22,Shipped,Amazon,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,0,LUCKNOW,UTTAR PRADESH,226002,IN,FALSE,,06-13-25,1140
437,171-4643830-2345965,04-30-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,570.48,MUMBAI,MAHARASHTRA,400101,IN,FALSE,Easy Ship,06-13-25,1140
438,404-1051549-5381167,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399,KHAMMAM,TELANGANA,507003,IN,FALSE,Easy Ship,06-13-25,1140
439,406-7625210-8793109,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,789,CHENNAI,TAMIL NADU,600041,IN,FALSE,,06-13-25,1140
440,406-8665288-2025908,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shoes,Free,Shipped,1,INR,620,NEW DELHI,DELHI,110084,IN,FALSE,,06-13-25,1140
441,408-6732772-4525113,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,0,AURANGABAD,MAHARASHTRA,431002,IN,FALSE,Easy Ship,06-13-25,1140
442,171-7068385-2777168,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,631,Pune,MAHARASHTRA,411014,IN,FALSE,Easy Ship,06-13-25,1140
443,405-9930530-1209919,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,499,GADARWARA,MADHYA PRADESH,487551,IN,FALSE,,06-13-25,1140
444,407-0288006-5535531,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,807,HYDERABAD,TELANGANA,500050,IN,FALSE,,06-13-25,1140
445,403-6363820-3080315,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,666,PUDUCHERRY,PUDUCHERRY,605001,IN,FALSE,,06-13-25,1140
446,408-7937211-8974712,04-30-22,Shipped,Amazon,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,0,SHIRDI,MAHARASHTRA,423109,IN,FALSE,,06-13-25,1140
447,407-4283259-6933941,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,329,VELLORE,TAMIL NADU,632004,IN,FALSE,,06-13-25,1140
448,407-3630361-4581152,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XS,Cancelled,0,,,VELLORE,TAMIL NADU,632004,IN,FALSE,,06-13-25,1140
449,408-6348199-2089932,04-30-22,Shipped,Amazon,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,0,RANCHI,JHARKHAND,834002,IN,FALSE,,06-13-25,1140
450,408-5824761-8505932,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,noida,UTTAR PRADESH,201301,IN,FALSE,Easy Ship,06-13-25,1140
451,406-0673842-3693910,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399,Mangaluru,KARNATAKA,575007,IN,FALSE,,06-13-25,1140
452,405-0722232-7258752,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,487,SINGRAULI,MADHYA PRADESH,486889,IN,FALSE,,06-13-25,1140
453,408-0224364-7467540,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1033,NEW DELHI,DELHI,110063,IN,FALSE,,06-13-25,1140
454,408-2445040-0957913,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,625,BENGALURU,KARNATAKA,560077,IN,FALSE,,06-13-25,1140
455,406-8412164-3153129,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,432,MUMBAI,MAHARASHTRA,400097,IN,FALSE,,06-13-25,1140
456,407-5524319-6977912,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XXL,Cancelled,0,,,THRIPPUNITHURA,KERALA,682301,IN,FALSE,,06-13-25,1140
457,407-7757868-6086759,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1115,NEW DELHI,DELHI,110017,IN,FALSE,,06-13-25,1140
458,171-5065107-7793119,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,511,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE,,06-13-25,1140
